artist_title,days,t10,pk,x?,pkstreams,total
Major Lazer - Light It Up,448,78,3,(x15),"333,296","34,014,577"
Ed Sheeran - Shivers,604,113,1,(x6),"235,711","33,912,931"
Elov & Beny - BUBBEL PÅ BALKONGEN,593,78,2,(x9),"164,958","33,798,276"
Sam Smith - Stay With Me,1003,44,5,,"139,997","33,779,742"
Molly Sandén - Sand,974,,11,,"94,932","33,570,693"
José Feliciano - Feliz Navidad,395,102,3,(x7),"522,721","33,566,819"
Norlie & KKV - Mer för varandra,545,107,1,(x37),"304,787","33,363,821"
Rudimental - These Days,498,96,1,(x3),"213,299","33,260,094"
DJ Snake - Let Me Love You,374,114,1,(x9),"298,345","33,229,503"
Imagine Dragons - Thunder,613,34,8,,"185,336","33,144,708"
Ed Sheeran - I Don't Care,451,111,1,(x21),"483,979","32,954,153"
Kygo - It Ain't Me,436,77,1,(x3),"366,382","32,948,013"
Harry Styles - As It Was,616,129,1,(x6),"233,175","32,906,404"
Jonas Blue - Fast Car,439,61,2,(x14),"279,036","32,869,420"
Kamferdrops - Jag trodde änglarna fanns,381,82,1,(x17),"427,378","32,393,239"
